Name of Company,Name of Management,Relationship to Management,Types of Securities,Transaction Date,Amount,Average Price (baht),The methods of Acquisition/Disposition
GLOBAL,Mr. ANAWAT SURIYAWANAKUL,Reporter,Common Share,18/07/2019,83000,16.90,Purchase
GLOBAL,Mr. ANAWAT SURIYAWANAKUL,Reporter,Common Share,22/07/2019,400000,16.65,Purchase
GLOBAL,Mr. ANAWAT SURIYAWANAKUL,Reporter,Common Share,27/01/2020,100000,14.40,Purchase
GLOBAL,Mr. ANAWAT SURIYAWANAKUL,Spouse / Cohabiting Couple (Radtanawadi Suriyawanakul),Common Share,25/02/2020,50000,13.30,Purchase
GLOBAL,Mr. ANAWAT SURIYAWANAKUL,Spouse / Cohabiting Couple (Radtanawadi Suriyawanakul),Common Share,26/02/2020,50000,13.10,Sale
GLOBAL,Mr. ANAWAT SURIYAWANAKUL,Reporter,Common Share,24/03/2020,100000,8.40,Purchase
GLOBAL,Mr. ANAWAT SURIYAWANAKUL,Spouse / Cohabiting Couple (Radtanawadi Suriyawanakul),Common Share,03/08/2020,363000,19.51,Sale
GLOBAL,Mr. ANAWAT SURIYAWANAKUL,Reporter,Common Share,30/10/2020,100000,15.80,Purchase
GLOBAL,Mr. ANAWAT SURIYAWANAKUL,Reporter,Common Share,25/01/2021,100000,19.90,Purchase
GLOBAL,Mr. ANAWAT SURIYAWANAKUL,Reporter,Common Share,25/01/2021,100000,19.90,Sale
GLOBAL,Mr. ANAWAT SURIYAWANAKUL,Spouse / Cohabiting Couple (Radtanawadi Suriyawanakul),Common Share,09/03/2021,50000,21.00,Sale
GLOBAL,Mr. ANAWAT SURIYAWANAKUL,Spouse / Cohabiting Couple (Radtanawadi Suriyawanakul),Common Share,10/03/2021,100000,21.15,Sale
GLOBAL,Mr. ANAWAT SURIYAWANAKUL,Spouse / Cohabiting Couple (Radtanawadi Suriyawanakul),Common Share,12/03/2021,50000,21.50,Sale
GLOBAL,Mr. ANAWAT SURIYAWANAKUL,Reporter,Common Share,25/11/2021,100000,19.90,Purchase
GLOBAL,Mr. ANAWAT SURIYAWANAKUL,Reporter,Common Share,26/11/2021,100000,19.50,Purchase
GLOBAL,Mr. THAPANAT ASSAWACHULAMANEE,Reporter,Common Share,27/03/2020,56000,8.85,Purchase
GLOBAL,Mr. THAPANAT ASSAWACHULAMANEE,Reporter,Common Share,19/05/2020,56000,14.90,Sale
GLOBAL,Mr. WITOON SURIYAWANAKUL,Reporter,Common Share,06/03/2019,100000,18.30,Purchase
GLOBAL,Mr. WITOON SURIYAWANAKUL,Reporter,Common Share,14/08/2019,500000,15.00,Purchase
GLOBAL,Mr. WITOON SURIYAWANAKUL,Reporter,Common Share,15/08/2019,141600,14.90,Purchase
GLOBAL,Mr. WITOON SURIYAWANAKUL,Reporter,Common Share,28/01/2020,200000,14.20,Purchase
GLOBAL,Mr. WITOON SURIYAWANAKUL,Reporter,Common Share,12/03/2020,850000,12.04,Purchase
GLOBAL,Mr. WITOON SURIYAWANAKUL,Reporter,Common Share,13/03/2020,300000,10.00,Purchase
GLOBAL,Mr. YUTTANA SURIYAWANAKUL,Reporter,Common Share,05/08/2021,1200000,21.35,Sale
GLOBAL,Mr. YUTTANA SURIYAWANAKUL,Reporter,Common Share,06/08/2021,587300,20.97,Sale
GLOBAL,ANAVAT SURIYAWANAKUL,Spouse,Common share,03/01/2018,100000,17.38,Sell
GLOBAL,ANAVAT SURIYAWANAKUL,Spouse,Common share,04/01/2018,50300,17.00,Sell
GLOBAL,ANAVAT SURIYAWANAKUL,Reporter,Common share,07/03/2018,300000,15.00,Buy
GLOBAL,ANAVAT SURIYAWANAKUL,Reporter,Common share,07/03/2018,300000,15.00,Buy
GLOBAL,ANAVAT SURIYAWANAKUL,Reporter,Common share,07/03/2018,200000,14.90,Buy
GLOBAL,ANAVAT SURIYAWANAKUL,Spouse,Common share,14/06/2018,300000,17.60,Sell
GLOBAL,ANAVAT SURIYAWANAKUL,Spouse,Common share,16/07/2018,800000,17.43,Sell
GLOBAL,ANAVAT SURIYAWANAKUL,Spouse,Common share,17/07/2018,550000,17.44,Sell
GLOBAL,WITOON SURIYAWANAKUL,Reporter,Common share,08/03/2018,300000,14.10,Buy
GLOBAL,WITOON SURIYAWANAKUL,Reporter,Common share,21/06/2018,300000,16.42,Buy
GLOBAL,WITOON SURIYAWANAKUL,Reporter,Common share,25/06/2018,81900,16.20,Buy
GLOBAL,WITOON SURIYAWANAKUL,Reporter,Common share,27/06/2018,79600,16.10,Buy
SPORT,Miss LADDAWAN POOPHANICH,Reporter,Common Share,20/01/2020,295129,0.17,Sale
SPORT,Miss LADDAWAN POOPHANICH,Reporter,Common Share,27/01/2020,205299,0.17,Sale
SPORT,Miss SAREERANAT MEEKHONG,Reporter,TSR,12/12/2018,110000,0.04,Sale
SPORT,Miss SAREERANAT MEEKHONG,Reporter,Common Share,21/01/2020,444050,0.17,Sale
SPORT,Mr. JAROOL VANICHA,Reporter,Common Share,24/12/2019,1233914,0.16,Sale
SPORT,Mr. OLARN CHUABANG,Reporter,Common Share,18/02/2020,740304,0.17,Sale
SPORT,Mr. SARAYUTH MAHAWALEERAT,Reporter,Common Share,18/02/2020,2050000,0.17,Sale
SPORT,Mr. TUAYTHEP VAIDYANOND,Reporter,Common Share,18/02/2020,850000,0.17,Sale
SPORT,Mrs. DUSSADEE LAORWORAKIAT,Reporter,Common Share,18/02/2020,402240,0.17,Sale
SPORT,Mrs. JANTHANA SAECHOO,Reporter,Common Share,18/02/2020,102498,0.17,Sale
SPORT,JAROOL VANICHA,Reporter,warrant 5,25/06/2018,9300,0.17,Sell
SPORT,JAROOL VANICHA,Reporter,warrant 5,27/06/2018,49000,0.16,Sell
SPORT,JAROOL VANICHA,Reporter,warrant 5,27/06/2018,2000,0.17,Sell
SPORT,JAROOL VANICHA,Reporter,Warrant 6,28/06/2018,5100,0.01,Sell
SPORT,JAROOL VANICHA,Reporter,warrant 5,28/06/2018,30000,0.18,Sell
SPORT,VAKSORN LOHTONG,Reporter,Common share,09/03/2018,350000,0.54,Buy
SPORT,VAKSORN LOHTONG,Reporter,Common share,09/03/2018,135000,0.54,Buy
SPORT,VAKSORN LOHTONG,Reporter,Common share,13/03/2018,10000,0.53,Buy
SPORT,VAKSORN LOHTONG,Reporter,Common share,13/03/2018,100000,0.53,Buy
SPORT,VAKSORN LOHTONG,Reporter,Common share,14/03/2018,307900,0.54,Buy
SPORT,VAKSORN LOHTONG,Reporter,Common share,19/03/2018,180000,0.54,Buy
SPORT,VAKSORN LOHTONG,Reporter,Common share,22/03/2018,150000,0.55,Buy
SPORT,VAKSORN LOHTONG,Reporter,Common share,22/03/2018,250000,0.56,Buy
SPORT,VAKSORN LOHTONG,Reporter,Common share,22/03/2018,20000,0.56,Buy
SPORT,VAKSORN LOHTONG,Reporter,Common share,29/03/2018,16400,0.54,Buy
SPORT,VAKSORN LOHTONG,Reporter,Common share,03/04/2018,171000,0.55,Buy
SPORT,VAKSORN LOHTONG,Reporter,Common share,24/04/2018,250000,0.57,Buy
SPORT,VAKSORN LOHTONG,Reporter,Common share,15/05/2018,175300,0.57,Buy
SPORT,VAKSORN LOHTONG,Reporter,Common share,16/05/2018,175300,0.56,Buy
SPORT,VAKSORN LOHTONG,Reporter,Common share,21/06/2018,50000,0.57,Buy
SPORT,VAKSORN LOHTONG,Reporter,Common share,21/06/2018,9000,0.56,Buy
SPORT,VAKSORN LOHTONG,Reporter,Common share,26/06/2018,19400,0.55,Buy
SPORT,VAKSORN LOHTONG,Reporter,Common share,28/06/2018,200000,0.55,Buy
SPORT,VAKSORN LOHTONG,Reporter,Common share,04/07/2018,200000,0.52,Buy
SPORT,VAKSORN LOHTONG,Reporter,Common share,04/07/2018,130600,0.51,Buy
SPORT,VAKSORN LOHTONG,Reporter,Common share,11/07/2018,100000,0.53,Buy
SPORT,VAKSORN LOHTONG,Reporter,Common share,13/07/2018,200000,0.52,Buy
SPORT,VAKSORN LOHTONG,Reporter,Common share,17/07/2018,100000,0.52,Buy
SPORT,VAKSORN LOHTONG,Reporter,Common share,07/08/2018,101800,0.54,Buy
SPORT,VAKSORN LOHTONG,Reporter,Common share,09/08/2018,60800,0.54,Buy
SPORT,WILUCK LOHTONG,Reporter,Common share,08/03/2018,196300,0.54,Buy
SPORT,WILUCK LOHTONG,Reporter,Common share,08/03/2018,300000,0.55,Buy
SPORT,WILUCK LOHTONG,Reporter,Common share,12/03/2018,100000,0.54,Buy
SPORT,WILUCK LOHTONG,Reporter,Common share,12/03/2018,64900,0.52,Buy
SPORT,WILUCK LOHTONG,Reporter,Common share,12/03/2018,200000,0.53,Buy
SPORT,WILUCK LOHTONG,Reporter,Common share,12/03/2018,415000,0.54,Buy
SPORT,WILUCK LOHTONG,Reporter,Common share,15/03/2018,300000,0.55,Buy
SPORT,WILUCK LOHTONG,Reporter,Common share,26/03/2018,117400,0.55,Buy
SPORT,WILUCK LOHTONG,Reporter,Common share,28/03/2018,200000,0.55,Buy
SPORT,WILUCK LOHTONG,Reporter,Common share,02/04/2018,25500,0.55,Buy
SPORT,WILUCK LOHTONG,Reporter,Common share,19/04/2018,109800,0.56,Buy
SPORT,WILUCK LOHTONG,Reporter,Common share,20/04/2018,50600,0.57,Buy
SPORT,WILUCK LOHTONG,Reporter,Common share,08/05/2018,55000,0.57,Buy
SPORT,WILUCK LOHTONG,Reporter,Common share,11/05/2018,70500,0.57,Buy
SPORT,WILUCK LOHTONG,Reporter,Common share,05/06/2018,200000,0.62,Buy
SPORT,WILUCK LOHTONG,Reporter,Common share,05/06/2018,200000,0.63,Buy
SPORT,WILUCK LOHTONG,Reporter,Common share,25/06/2018,10700,0.55,Buy
SPORT,WILUCK LOHTONG,Reporter,Common share,27/06/2018,51700,0.55,Buy
SPORT,WILUCK LOHTONG,Reporter,Common share,29/06/2018,200000,0.54,Buy
SPORT,WILUCK LOHTONG,Reporter,Common share,05/07/2018,77600,0.51,Buy
SPORT,WILUCK LOHTONG,Reporter,Common share,12/07/2018,100000,0.53,Buy
SPORT,WILUCK LOHTONG,Reporter,Common share,16/07/2018,200000,0.52,Buy
SPORT,WILUCK LOHTONG,Reporter,Common share,16/07/2018,165600,0.51,Buy
SPORT,WILUCK LOHTONG,Reporter,Common share,25/07/2018,100000,0.52,Buy
SPORT,WILUCK LOHTONG,Reporter,Common share,06/08/2018,88200,0.53,Buy
SPORT,WILUCK LOHTONG,Reporter,Common share,08/08/2018,18800,0.54,Buy
SPA,Mr. PHUMIPHAN BUNJAPAMAI,Reporter,Common Share,22/02/2021,140000,7.30,Purchase
SPA,Mr. PHUMIPHAN BUNJAPAMAI,Reporter,Common Share,16/04/2021,168700,7.48,Purchase
SPA,Mr. PHUMIPHAN BUNJAPAMAI,Reporter,Common Share,09/08/2021,700,6.20,Purchase
SPA,Mr. PRASERT JIRAVANSTIT,Reporter,Common Share,03/09/2019,2500000,13.60,Sale
SPA,Mr. PRASERT JIRAVANSTIT,Reporter,Common Share,07/04/2020,1568300,6.80,Purchase
SPA,Mr. PRASERT JIRAVANSTIT,Reporter,Common Share,14/09/2021,5000000,7.50,Sale
SPA,Mr. PRIN EKMANOCHAI,Spouse / Cohabiting Couple (Premruthai Hengsoontorn),Common Share,10/03/2021,51700,9.05,Sale
SPA,Mr. WIBOON UTSAHAJIT,Reporter,Common Share,05/06/2019,100000,11.50,Purchase
SPA,Mr. WIBOON UTSAHAJIT,Reporter,Common Share,05/06/2019,142600,11.50,Purchase
SPA,Mrs. PRANEE SUPHAWATANAKIAT,Reporter,Common Share,03/09/2019,1000000,13.60,Sale
SPA,Mrs. THANIT AMORNTIRASAN,Reporter,Common Share,22/10/2018,48400,13.10,Purchase
SPA,Mrs. THANIT AMORNTIRASAN,Reporter,Common Share,24/10/2018,80000,12.84,Purchase
SPA,Mrs. THANIT AMORNTIRASAN,Reporter,Common Share,25/10/2018,90000,12.08,Purchase
SPA,Mrs. THANIT AMORNTIRASAN,Reporter,Common Share,03/09/2019,1500000,13.60,Sale
SPA,THANIT AMORNTIRASAN,Reporter,Common share,05/07/2018,174700,13.88,Buy
SPA,THANIT AMORNTIRASAN,Reporter,Common share,06/07/2018,10000,13.80,Buy
SPA,THANIT AMORNTIRASAN,Reporter,Common share,08/08/2018,10000,15.20,Buy
SPA,WIBOON UTSAHAJIT,Reporter,Common share,15/06/2018,20000,16.20,Buy
SE,Miss ORASA VIMOLCHALAO,Reporter,Common Share,27/02/2020,50000,1.60,Purchase
SE,Miss ORASA VIMOLCHALAO,Reporter,Common Share,02/03/2020,100000,1.52,Purchase
SE,Miss ORASA VIMOLCHALAO,Reporter,Common Share,23/06/2021,148750530,0.50,Purchase
SE,Mr. KIRK LEEKASEM,Reporter,Common Share,22/10/2019,30000,1.75,Purchase
SE,Mr. KIRK LEEKASEM,Reporter,Common Share,29/10/2019,13300,1.70,Purchase
SE,Mr. KIRK LEEKASEM,Reporter,Common Share,30/10/2019,6700,1.70,Purchase
SE,Mr. KIRK LEEKASEM,Reporter,Common Share,27/02/2020,50000,1.60,Purchase
SE,Mr. KIRK LEEKASEM,Reporter,Common Share,28/02/2020,50000,1.55,Purchase
SE,Mr. KIRK LEEKASEM,Reporter,Common Share,02/03/2020,50000,1.50,Purchase
SE,Mr. KIRK LEEKASEM,Reporter,Common Share,01/12/2020,200,1.23,Purchase
SE,Mr. KIRK LEEKASEM,Reporter,Common Share,24/06/2021,81984640,0.50,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,09/10/2018,38100,2.20,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,10/10/2018,61900,2.17,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,20/11/2018,30000,1.94,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,21/11/2018,30000,1.94,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,29/11/2018,45000,1.99,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,30/11/2018,65000,2.02,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,14/12/2018,34100,1.96,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,14/12/2018,100,1.97,Sale
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,21/12/2018,11000,1.89,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,25/12/2018,25000,1.84,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,28/12/2018,35000,1.90,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,28/12/2018,50800,1.83,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,08/01/2019,28000,1.92,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,17/01/2019,12000,18667.00,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,17/01/2019,12000,1.87,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,18/01/2019,5000,1.89,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,18/01/2019,2000,1.88,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,18/01/2019,2000,1.88,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,18/01/2019,5500,1.89,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,22/01/2019,72200,1.86,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,23/01/2019,111600,1.87,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,09/04/2019,23500,1.92,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,10/04/2019,29400,1.91,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,11/04/2019,20000,1.92,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,05/06/2019,10000,1.95,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,22/08/2019,41900,1.81,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,23/08/2019,45000,1.84,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,28/08/2019,33100,1.82,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,02/09/2019,40000,1.84,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,03/09/2019,117000,1.86,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,04/09/2019,30000,1.86,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,05/09/2019,100000,1.89,Purchase
SE,Mr. SAENGPET TANTAATIPANIT,Reporter,Common Share,06/09/2019,40000,1.89,Purchase
SE,Mr. SITTICHAI LEEKASEM,Reporter,Common Share,12/09/2019,31100,1.83,Purchase
SE,Mr. SITTICHAI LEEKASEM,Reporter,Common Share,23/06/2021,55520,0.50,Purchase
SE,Mr. SITTICHAI LEEKASEM,Reporter,Common Share,07/07/2021,200000,1.26,Purchase
SE,Mr. SITTICHAI LEEKASEM,Reporter,Common Share,20/09/2021,290000,1.61,Sale
SE,Mr. SITTICHAI LEEKASEM,Reporter,Common Share,23/09/2021,420000,1.51,Purchase
SE,Mr. SITTICHAI LEEKASEM,Reporter,Common Share,04/10/2021,420000,1.61,Sale
SE,Mr. SITTICHAI LEEKASEM,Reporter,Common Share,08/10/2021,200000,1.70,Purchase
SE,Mrs. SITTHA SAETIAO,Reporter,Common Share,09/04/2019,8000,1.93,Sale
SE,Mrs. SITTHA SAETIAO,Reporter,Common Share,12/06/2019,13000,1.90,Sale
SE,SAENGPET TANTAATIPANIT,Reporter,Common share,27/02/2018,200000,2.63,Buy
SE,SAENGPET TANTAATIPANIT,Reporter,Common share,12/03/2018,50000,2.44,Buy
SE,SAENGPET TANTAATIPANIT,Reporter,Common share,21/03/2018,2300,2.58,Buy
SE,SAENGPET TANTAATIPANIT,Reporter,Common share,22/03/2018,31900,2.58,Buy
SE,SAENGPET TANTAATIPANIT,Reporter,Common share,10/04/2018,65800,2.50,Buy
SE,SAENGPET TANTAATIPANIT,Reporter,Common share,11/05/2018,85000,2.40,Buy
SE,SAENGPET TANTAATIPANIT,Reporter,Common share,15/06/2018,600,2.28,Buy
SE,SAENGPET TANTAATIPANIT,Reporter,Common share,21/06/2018,14400,2.28,Buy
SE,SAENGPET TANTAATIPANIT,Reporter,Common share,27/06/2018,18200,2.11,Buy
SE,SAENGPET TANTAATIPANIT,Reporter,Common share,28/06/2018,51800,2.04,Buy
SE,SAENGPET TANTAATIPANIT,Reporter,Common share,29/06/2018,30400,1.98,Buy
SE,SAENGPET TANTAATIPANIT,Reporter,Common share,04/07/2018,51100,2.06,Buy
SE,SAENGPET TANTAATIPANIT,Reporter,Common share,12/07/2018,19500,2.02,Buy
SA,Mr. ANANT BURANANUSORAPONG,Reporter,Common Share,25/03/2021,500000,8.00,Sale
SA,Mr. ANANT BURANANUSORAPONG,Reporter,Common Share,25/03/2021,150000,8.20,Purchase
SA,Mr. ANANT BURANANUSORAPONG,Reporter,Common Share,09/09/2021,60000,9.00,Sale
SA,Mr. ANANT BURANANUSORAPONG,Reporter,Common Share,10/09/2021,100000,9.50,Sale
SA,Mr. KAJONSIT SINGSANSERN,Reporter,Common Share,25/12/2020,5000000,5.90,Purchase
SA,Mr. KAJONSIT SINGSANSERN,Reporter,Common Share,25/02/2021,30000000,6.80,Purchase
SA,Mr. KAJONSIT SINGSANSERN,Reporter,Common Share,09/03/2021,15210800,7.00,Purchase
SA,Mr. KAJONSIT SINGSANSERN,Reporter,Common Share,19/03/2021,14000000,7.30,Purchase
SA,Mr. KAJONSIT SINGSANSERN,Reporter,Common Share,19/03/2021,26000000,7.30,Purchase
SA,Mr. KAJONSIT SINGSANSERN,Reporter,Common Share,02/04/2021,10600000,7.85,Purchase
SA,Mr. KAJONSIT SINGSANSERN,Reporter,Common Share,02/04/2021,9000000,7.85,Purchase
SA,Mr. MANIT WANGTHAMKUA,Reporter,Common Share,25/12/2020,20000,7.55,Sale
SA,Mr. MANIT WANGTHAMKUA,Reporter,Common Share,15/09/2021,37333,10.17,Sale
SA,Mr. MONTHIEN YINGDAMNOON,Spouse / Cohabiting Couple (Mrs. Wilasinee Yingdamnoon),Common Share,20/01/2021,20000,6.20,Sale
SA,Mr. MONTHIEN YINGDAMNOON,Spouse / Cohabiting Couple (Mrs. Wilasinee Yingdamnoon),Common Share,14/09/2021,20000,10.00,Sale
SA,Mr. SUPHON CHONGCHINTARAKSA,Reporter,Common Share,17/11/2021,19000,10.30,Purchase
SA,Mr. SURAWAT SUWANYANGYUEN,Reporter,Common Share,11/03/2021,100000,7.25,Sale
SA,Mr. SURAWAT SUWANYANGYUEN,Reporter,Common Share,12/03/2021,150000,7.32,Sale
SA,Mr. SURAWAT SUWANYANGYUEN,Reporter,Common Share,02/04/2021,50000,8.40,Sale
SA,Mr. YINGYONG WITSUPALERT,Reporter,Common Share,13/05/2021,100000,6.45,Purchase
SA,Mr. YINGYONG WITSUPALERT,Reporter,Common Share,14/05/2021,100000,6.60,Purchase
SA,Mr. YINGYONG WITSUPALERT,Reporter,Common Share,28/05/2021,270000,7.05,Purchase
SA,Mr. YINGYONG WITSUPALERT,Reporter,Common Share,10/06/2021,100000,6.70,Purchase
SA,Mr. YINGYONG WITSUPALERT,Reporter,Common Share,11/06/2021,100000,6.60,Purchase
SA,Mr. YINGYONG WITSUPALERT,Reporter,Common Share,17/06/2021,200000,6.65,Purchase
SA,Mr. YINGYONG WITSUPALERT,Reporter,Common Share,18/06/2021,100000,6.60,Purchase
SA,Mr. YINGYONG WITSUPALERT,Reporter,Common Share,30/08/2021,300000,7.55,Sale
SA,Mr. YINGYONG WITSUPALERT,Reporter,Common Share,12/11/2021,200000,10.70,Sale
SA,Mrs. PRISANA PRAHARNKHASUK,Reporter,Common Share,13/09/2021,600,9.65,Sale
SA,Mrs. PRISANA PRAHARNKHASUK,Reporter,Common Share,14/09/2021,266000,10.06,Sale
SA,Mrs. PRISANA PRAHARNKHASUK,Reporter,Common Share,16/09/2021,100000,10.10,Sale
SA,Mrs. PRISANA PRAHARNKHASUK,Reporter,Common Share,20/09/2021,102400,9.70,Sale
SA,Mrs. PRISANA PRAHARNKHASUK,Reporter,Common Share,23/09/2021,97600,10.10,Sale
SA,Mrs. PRISANA PRAHARNKHASUK,Reporter,Common Share,02/11/2021,300000,10.00,Sale
SA,Mrs. PRISANA PRAHARNKHASUK,Reporter,Common Share,26/11/2021,105600,11.71,Sale
SA,Mrs. PRISANA PRAHARNKHASUK,Reporter,Common Share,02/12/2021,94400,11.70,Sale
SA,Mrs. SUNANTA SINGSANSERN,Spouse / Cohabiting Couple (Mr. KAJONSIT SINGSANSERN),Common Share,25/12/2020,5000000,5.90,Purchase
SA,Mrs. SUNANTA SINGSANSERN,Spouse / Cohabiting Couple (Mr. KAJONSIT SINGSANSERN),Common Share,25/02/2021,30000000,6.80,Purchase
SA,Mrs. SUNANTA SINGSANSERN,Spouse / Cohabiting Couple (Mr. KAJONSIT SINGSANSERN),Common Share,09/03/2021,15210800,7.00,Purchase
SA,Mrs. SUNANTA SINGSANSERN,Spouse / Cohabiting Couple (Mr. KAJONSIT SINGSANSERN),Common Share,19/03/2021,14000000,7.30,Purchase
SA,Mrs. SUNANTA SINGSANSERN,Spouse / Cohabiting Couple (Mr. KAJONSIT SINGSANSERN),Common Share,19/03/2021,26000000,7.30,Purchase
SA,Mrs. SUNANTA SINGSANSERN,Spouse / Cohabiting Couple (Mr. KAJONSIT SINGSANSERN),Common Share,02/04/2021,10600000,7.85,Purchase
SA,Mrs. SUNANTA SINGSANSERN,Spouse / Cohabiting Couple (Mr. KAJONSIT SINGSANSERN),Common Share,02/04/2021,9000000,7.85,Purchase
SGP,Miss PATCHARAWADEE WEERABORWORNPONG,Reporter,Common Share,05/01/2021,1000000,10.40,Sale
SGP,Miss PATCHARAWADEE WEERABORWORNPONG,Reporter,Common Share,08/01/2021,1000000,10.70,Sale
SGP,Miss PATCHARAWADEE WEERABORWORNPONG,Reporter,Common Share,12/01/2021,1000000,10.70,Sale
SGP,Miss PATCHARAWADEE WEERABORWORNPONG,Reporter,Common Share,13/01/2021,1000000,11.20,Sale
SGP,Mr. SOMCHAI KOPRASOBSUK,Reporter,Common Share,20/01/2021,40000,11.80,Purchase
SGP,Mr. SOMCHAI KOPRASOBSUK,Reporter,Common Share,21/01/2021,40000,11.30,Purchase
SGP,Mr. SOMCHAI KOPRASOBSUK,Reporter,Common Share,14/05/2021,80000,12.00,Sale
SGP,Mr. SOMCHAI KOPRASOBSUK,Reporter,Common Share,11/11/2021,15000,13.50,Purchase
SGP,Mr. WORAWIT WEERABORWORNPONG,Reporter,Common Share,18/06/2019,160000000,11.52,Sale
SGP,Mr. WORAWIT WEERABORWORNPONG,Reporter,Common Share,05/01/2021,1000000,10.40,Purchase
SGP,Mr. WORAWIT WEERABORWORNPONG,Reporter,Common Share,08/01/2021,1000000,10.70,Purchase
SGP,Mr. WORAWIT WEERABORWORNPONG,Reporter,Common Share,12/01/2021,1000000,10.70,Purchase
SGP,Mr. WORAWIT WEERABORWORNPONG,Reporter,Common Share,13/01/2021,1000000,11.20,Purchase
SGP,Mr. WORAWIT WEERABORWORNPONG,"Company held by reporter and related entities (WW Holding Co., Ltd.)",Common Share,20/01/2021,459470000,11.60,Purchase
SGP,Mr. WORAWIT WEERABORWORNPONG,Reporter,Common Share,20/01/2021,459470000,11.60,Sale
SGP,Mrs. PATCHARA WEERABORWORNPONG,"Company held by reporter and related entities (WW Holding Co., Ltd.)",Common Share,20/01/2021,459470000,11.60,Purchase
SGP,Mrs. PATCHARA WEERABORWORNPONG,Spouse / Cohabiting Couple (Mr. WORAWIT WEERABORWORNPONG),Common Share,20/01/2021,459470000,11.60,Sale
SGP,HARN CHIOCHARN,Reporter,Common share,29/01/2018,20000,29.38,Sell
SGP,HARN CHIOCHARN,Reporter,Common share,08/02/2018,10000,28.25,Buy
SGP,PATCHARAWADEE WEERABORWORNPONG,Spouse,Common share,03/04/2018,727500,29.25,Sell
SGP,SOMCHAI KOPRASOBSUK,Reporter,Common share,08/02/2018,15000,28.00,Buy
SGP,SOMCHAI KOPRASOBSUK,Reporter,Common share,02/03/2018,15000,31.75,Sell
SR,Mr. KIAT VIMOLCHALAO,Reporter,Common Share,27/02/2019,4094900,2.00,Purchase
SR,Mr. TORCHOK LAOLUECHAI,Reporter,Common Share,21/12/2018,123400,1.80,Purchase
SR,Mr. TORCHOK LAOLUECHAI,Reporter,Common Share,05/04/2019,96800,1.63,Purchase
SR,Mr. TORCHOK LAOLUECHAI,Reporter,Common Share,02/03/2021,373000,0.71,Sale
SR,Mr. TORCHOK LAOLUECHAI,Reporter,Common Share,17/06/2021,300000,1.58,Sale
SR,Mr. TORCHOK LAOLUECHAI,Reporter,Common Share,17/06/2021,200000,1.57,Sale
SR,Mr. TORCHOK LAOLUECHAI,Reporter,Common Share,17/06/2021,173800,1.51,Sale
SR,Mr. TORCHOK LAOLUECHAI,Reporter,Common Share,23/06/2021,150000,1.56,Sale
SR,Mr. TORCHOK LAOLUECHAI,Reporter,Common Share,23/06/2021,90000,1.55,Sale
SR,Mr. TORCHOK LAOLUECHAI,Reporter,Common Share,23/06/2021,1500000,1.54,Sale
SR,Mr. TORCHOK LAOLUECHAI,Reporter,Common Share,24/06/2021,204600,1.61,Sale
SR,Mr. TORCHOK LAOLUECHAI,Reporter,Common Share,24/06/2021,729100,1.60,Sale
